seq,orderid,orderdate,shipdate,customerid,productid,quantity,discount
3990,CA-2014-1225881,2014-11-25 04:28:36,2014-11-27 04:28:36,AR-10540,FUR-FU-10001095,2,0.00
3991,CA-2014-1375891,2014-11-03 04:45:49,2014-11-08 04:45:49,MS-17770,OFF-SU-10000157,3,0.20
3992,CA-2015-1619981,2015-05-01 02:08:28,2015-05-05 02:08:28,DB-13120,FUR-FU-10001095,3,0.20
3993,CA-2015-1619982,2015-05-01 03:40:31,2015-05-05 03:40:31,DB-13120,OFF-SU-10004261,3,0.20
3994,CA-2015-1619983,2015-05-01 04:26:01,2015-05-05 04:26:01,DB-13120,OFF-AR-10004022,6,0.20
3995,CA-2015-1056271,2015-03-08 13:12:09,2015-03-12 13:12:09,DK-12895,FUR-BO-10002916,3,0.00
3996,CA-2015-1056272,2015-03-08 14:34:37,2015-03-12 14:34:37,DK-12895,FUR-CH-10002084,7,0.00
3997,CA-2015-1056273,2015-03-08 15:43:13,2015-03-12 15:43:13,DK-12895,TEC-PH-10003012,5,0.00
3998,CA-2015-1056274,2015-03-08 16:22:36,2015-03-12 16:22:36,DK-12895,OFF-AR-10002704,1,0.00
3999,CA-2015-1056275,2015-03-08 17:13:08,2015-03-12 17:13:08,DK-12895,FUR-FU-10000308,6,0.00
4000,US-2015-1496291,2015-07-17 07:54:49,2015-07-20 07:54:49,MP-17965,FUR-BO-10004709,5,0.20
4001,CA-2014-1168341,2014-10-11 14:17:01,2014-10-16 14:17:01,Dp-13240,FUR-FU-10001196,11,0.00
4002,CA-2014-1168342,2014-10-11 15:15:21,2014-10-16 15:15:21,Dp-13240,TEC-AC-10002942,5,0.00
4003,CA-2016-1457301,2016-03-03 06:28:58,2016-03-08 06:28:58,CC-12220,FUR-TA-10004915,3,0.30
4004,CA-2016-1457302,2016-03-03 07:00:56,2016-03-08 07:00:56,CC-12220,TEC-MA-10001016,3,0.40
4005,CA-2016-1457303,2016-03-03 08:28:43,2016-03-08 08:28:43,CC-12220,OFF-EN-10000483,3,0.20
4006,US-2015-1687321,2015-12-10 10:25:52,2015-12-16 10:25:52,KM-16660,OFF-AR-10003087,1,0.00
4007,US-2015-1687322,2015-12-10 11:01:27,2015-12-16 11:01:27,KM-16660,OFF-PA-10000520,4,0.00
4008,US-2015-1687323,2015-12-10 12:57:45,2015-12-16 12:57:45,KM-16660,TEC-AC-10001553,6,0.00
4009,CA-2015-1074681,2015-12-18 01:38:04,2015-12-22 01:38:04,MK-17905,OFF-AR-10000634,2,0.20
4010,CA-2017-1444631,2017-01-01 11:22:24,2017-01-05 11:22:24,SC-20725,FUR-FU-10001215,11,0.00
4011,CA-2017-1008111,2017-11-21 12:37:59,2017-11-24 12:37:59,CC-12475,OFF-PA-10001204,2,0.20
4012,CA-2017-1008112,2017-11-21 13:06:02,2017-11-24 13:06:02,CC-12475,OFF-ST-10002444,4,0.20
4013,CA-2015-1536121,2015-12-22 14:55:58,2015-12-27 14:55:58,BT-11305,OFF-AR-10000203,4,0.00
4014,CA-2015-1656241,2015-08-23 00:39:05,2015-08-28 00:39:05,FH-14350,OFF-AP-10000828,3,0.00
4015,CA-2015-1656242,2015-08-23 01:31:59,2015-08-28 01:31:59,FH-14350,OFF-LA-10003190,3,0.00
4016,CA-2015-1656243,2015-08-23 02:53:51,2015-08-28 02:53:51,FH-14350,OFF-PA-10002319,5,0.00
4017,CA-2015-1656244,2015-08-23 03:02:55,2015-08-28 03:02:55,FH-14350,OFF-PA-10003893,5,0.00
4018,CA-2015-1656245,2015-08-23 04:14:20,2015-08-28 04:14:20,FH-14350,OFF-PA-10002499,2,0.00
4019,CA-2015-1656246,2015-08-23 05:08:12,2015-08-28 05:08:12,FH-14350,TEC-AC-10004568,9,0.00
4020,CA-2015-1656247,2015-08-23 06:46:41,2015-08-28 06:46:41,FH-14350,OFF-AP-10001492,3,0.00
4021,CA-2014-1549631,2014-06-22 14:50:19,2014-06-27 14:50:19,AA-10645,FUR-CH-10004698,3,0.30
4022,CA-2014-1549632,2014-06-22 15:38:25,2014-06-27 15:38:25,AA-10645,TEC-PH-10004093,3,0.40
4023,CA-2014-1549633,2014-06-22 16:48:41,2014-06-27 16:48:41,AA-10645,FUR-CH-10000454,5,0.30
4024,CA-2017-1307641,2017-10-27 11:46:39,2017-10-28 11:46:39,JO-15145,FUR-BO-10003034,5,0.15
4025,CA-2017-1307642,2017-10-27 12:48:41,2017-10-28 12:48:41,JO-15145,TEC-PH-10003215,4,0.20
4026,CA-2017-1393111,2017-08-11 14:44:35,2017-08-13 14:44:35,SF-20965,OFF-PA-10001776,4,0.20
4027,CA-2017-1393112,2017-08-11 15:37:33,2017-08-13 15:37:33,SF-20965,OFF-AR-10004582,7,0.20
4028,CA-2017-1393113,2017-08-11 16:53:11,2017-08-13 16:53:11,SF-20965,TEC-PH-10001557,2,0.20
4029,CA-2017-1393114,2017-08-11 17:43:56,2017-08-13 17:43:56,SF-20965,OFF-BI-10004209,8,0.80
4030,CA-2017-1242961,2017-12-24 05:05:29,2017-12-28 05:05:29,CS-12355,TEC-MA-10003183,3,0.00
4031,CA-2017-1242962,2017-12-24 06:44:08,2017-12-28 06:44:08,CS-12355,FUR-CH-10002439,4,0.00
4032,CA-2016-1699571,2016-09-26 07:34:28,2016-09-30 07:34:28,SN-20710,OFF-AP-10000576,6,0.00
4033,CA-2016-1699572,2016-09-26 08:18:23,2016-09-30 08:18:23,SN-20710,OFF-PA-10004040,5,0.00
4034,CA-2016-1699573,2016-09-26 09:45:13,2016-09-30 09:45:13,SN-20710,TEC-AC-10003063,4,0.00
4035,US-2016-1087771,2016-12-12 09:38:56,2016-12-12 09:38:56,JM-15655,OFF-BI-10003982,3,0.70
4036,US-2016-1087772,2016-12-12 10:05:08,2016-12-12 10:05:08,JM-15655,TEC-AC-10002567,6,0.20
4037,CA-2015-1488591,2015-12-28 04:47:04,2016-01-01 04:47:04,FH-14350,OFF-ST-10004950,2,0.20
4038,CA-2014-1107861,2014-12-29 03:43:18,2015-01-02 03:43:18,AJ-10795,FUR-FU-10000550,5,0.00
4039,CA-2014-1107862,2014-12-29 04:59:05,2015-01-02 04:59:05,AJ-10795,OFF-PA-10000528,4,0.00
4040,CA-2014-1107863,2014-12-29 05:06:41,2015-01-02 05:06:41,AJ-10795,TEC-MA-10003183,6,0.20
4041,CA-2014-1107864,2014-12-29 06:36:54,2015-01-02 06:36:54,AJ-10795,OFF-BI-10003305,3,0.20
4042,CA-2014-1107865,2014-12-29 07:35:09,2015-01-02 07:35:09,AJ-10795,TEC-PH-10001425,3,0.20
4043,CA-2014-1107866,2014-12-29 08:42:05,2015-01-02 08:42:05,AJ-10795,OFF-LA-10001474,9,0.00
4044,CA-2014-1107867,2014-12-29 09:41:10,2015-01-02 09:41:10,AJ-10795,FUR-FU-10000672,6,0.00
4045,CA-2015-1377501,2015-06-25 05:53:59,2015-06-30 05:53:59,JF-15565,FUR-FU-10001979,5,0.00
4046,CA-2015-1363781,2015-04-02 10:53:05,2015-04-07 10:53:05,CS-11845,OFF-BI-10003707,3,0.80
4047,CA-2017-1003561,2017-10-21 00:31:49,2017-10-25 00:31:49,SP-20920,OFF-AP-10002191,2,0.80
4048,US-2015-1665201,2015-07-16 10:02:32,2015-07-19 10:02:32,KE-16420,OFF-PA-10000501,3,0.00
4049,US-2015-1665202,2015-07-16 11:36:45,2015-07-19 11:36:45,KE-16420,TEC-AC-10001990,10,0.00
4050,CA-2017-1363501,2017-06-24 09:12:20,2017-06-26 09:12:20,GA-14515,FUR-FU-10003601,3,0.00
4051,CA-2017-1363502,2017-06-24 10:31:00,2017-06-26 10:31:00,GA-14515,FUR-CH-10001891,2,0.10
4052,CA-2014-1229311,2014-09-29 11:12:39,2014-10-03 11:12:39,SM-20950,OFF-AR-10003469,3,0.20
4053,CA-2014-1229312,2014-09-29 12:56:00,2014-10-03 12:56:00,SM-20950,FUR-TA-10004175,2,0.40
4054,CA-2014-1229313,2014-09-29 13:34:11,2014-10-03 13:34:11,SM-20950,OFF-LA-10002945,11,0.20
4055,CA-2014-1229314,2014-09-29 14:23:38,2014-10-03 14:23:38,SM-20950,OFF-PA-10000533,4,0.20
4056,CA-2014-1229315,2014-09-29 15:39:33,2014-10-03 15:39:33,SM-20950,OFF-ST-10004459,6,0.20
4057,CA-2014-1229316,2014-09-29 16:39:27,2014-10-03 16:39:27,SM-20950,FUR-TA-10004147,1,0.40
4058,CA-2014-1630341,2014-11-24 13:18:07,2014-11-28 13:18:07,DK-12985,OFF-ST-10000046,5,0.20
4059,CA-2015-1240581,2015-11-20 00:55:38,2015-11-24 00:55:38,LC-16885,TEC-PH-10004774,7,0.20
4060,CA-2015-1240582,2015-11-20 01:53:54,2015-11-24 01:53:54,LC-16885,FUR-CH-10000595,3,0.20
4061,CA-2016-1291961,2016-11-01 06:24:59,2016-11-07 06:24:59,XP-21865,TEC-AC-10002473,3,0.20
4062,US-2015-1387161,2015-09-17 01:51:00,2015-09-20 01:51:00,CS-11845,OFF-BI-10001628,3,0.20
4063,US-2016-1221821,2016-03-10 08:53:25,2016-03-14 08:53:25,BD-11770,TEC-AC-10002800,1,0.20
4064,US-2014-1303581,2014-06-23 01:26:51,2014-06-26 01:26:51,DL-13330,OFF-AR-10002766,9,0.20
4065,US-2014-1303582,2014-06-23 02:21:13,2014-06-26 02:21:13,DL-13330,OFF-SU-10002522,1,0.20
4066,CA-2014-1026731,2014-11-01 11:24:14,2014-11-05 11:24:14,KH-16630,OFF-FA-10003021,5,0.20
4067,CA-2014-1026732,2014-11-01 12:57:27,2014-11-05 12:57:27,KH-16630,OFF-AR-10000634,3,0.20
4068,CA-2014-1026733,2014-11-01 13:28:50,2014-11-05 13:28:50,KH-16630,OFF-LA-10001771,12,0.20
4069,CA-2014-1026734,2014-11-01 14:13:01,2014-11-05 14:13:01,KH-16630,TEC-PH-10004434,9,0.20
4070,CA-2016-1453031,2016-08-28 14:57:13,2016-08-31 14:57:13,TP-21415,OFF-BI-10000050,9,0.80
4071,CA-2016-1453032,2016-08-28 15:16:40,2016-08-31 15:16:40,TP-21415,OFF-BI-10002414,4,0.80
4072,CA-2016-1453033,2016-08-28 16:11:47,2016-08-31 16:11:47,TP-21415,FUR-BO-10003159,2,0.32
4073,CA-2015-1561041,2015-12-06 01:55:25,2015-12-08 01:55:25,NP-18685,TEC-CO-10002095,2,0.00
4074,US-2015-1643081,2015-09-24 07:58:13,2015-09-27 07:58:13,SC-20680,TEC-PH-10004120,6,0.00
4075,CA-2017-1081121,2017-11-15 13:16:52,2017-11-20 13:16:52,DK-12895,FUR-FU-10003553,4,0.20
4076,CA-2017-1081122,2017-11-15 14:47:32,2017-11-20 14:47:32,DK-12895,FUR-FU-10001488,4,0.20
4077,CA-2015-1006851,2015-12-19 02:30:58,2015-12-21 02:30:58,SM-20950,OFF-BI-10003094,2,0.00
4078,CA-2015-1006852,2015-12-19 03:03:04,2015-12-21 03:03:04,SM-20950,OFF-FA-10003472,4,0.00
4079,CA-2015-1006853,2015-12-19 04:40:54,2015-12-21 04:40:54,SM-20950,OFF-PA-10001289,3,0.00
4080,CA-2015-1654141,2015-12-21 10:14:47,2015-12-24 10:14:47,LS-17245,TEC-PH-10002293,3,0.20
4081,CA-2016-1404171,2016-09-25 02:39:42,2016-09-29 02:39:42,KE-16420,OFF-PA-10000380,9,0.20
4082,CA-2016-1404172,2016-09-25 03:07:15,2016-09-29 03:07:15,KE-16420,OFF-BI-10004828,1,0.70
4083,US-2017-1513161,2017-06-24 11:34:55,2017-06-30 11:34:55,MC-17635,OFF-BI-10004632,3,0.80
4084,US-2017-1513162,2017-06-24 12:37:54,2017-06-30 12:37:54,MC-17635,OFF-PA-10000327,3,0.20
4085,CA-2017-1636921,2017-09-07 13:36:02,2017-09-09 13:36:02,Dp-13240,OFF-BI-10003291,3,0.70
4086,CA-2016-1119131,2016-08-04 06:21:08,2016-08-06 06:21:08,LC-16930,TEC-PH-10002275,2,0.20
4087,CA-2016-1119132,2016-08-04 07:27:58,2016-08-06 07:27:58,LC-16930,OFF-BI-10003291,3,0.20
4088,CA-2016-1119133,2016-08-04 08:18:23,2016-08-06 08:18:23,LC-16930,OFF-BI-10000343,3,0.20
4089,US-2014-1565591,2014-08-19 02:37:29,2014-08-26 02:37:29,LH-16900,FUR-BO-10000711,9,0.00
4090,CA-2016-1614731,2016-04-01 11:11:15,2016-04-05 11:11:15,TB-21175,OFF-LA-10001297,2,0.00
4091,CA-2016-1614732,2016-04-01 12:03:07,2016-04-05 12:03:07,TB-21175,OFF-SU-10001574,3,0.00
4092,CA-2016-1614733,2016-04-01 13:47:01,2016-04-05 13:47:01,TB-21175,OFF-BI-10003305,3,0.20
4093,CA-2017-1665761,2017-05-16 11:06:49,2017-05-18 11:06:49,JM-15865,OFF-ST-10002574,2,0.20
4094,CA-2015-1024911,2015-08-24 14:43:43,2015-08-28 14:43:43,KW-16435,TEC-MA-10000864,7,0.00
4095,CA-2015-1024912,2015-08-24 15:47:48,2015-08-28 15:47:48,KW-16435,TEC-AC-10003289,4,0.00
4096,CA-2015-1024913,2015-08-24 16:03:45,2015-08-28 16:03:45,KW-16435,TEC-PH-10001619,3,0.00
4097,CA-2014-1169041,2014-09-23 02:19:56,2014-09-28 02:19:56,SC-20095,OFF-PA-10004888,5,0.00
4098,CA-2014-1169042,2014-09-23 03:39:20,2014-09-28 03:39:20,SC-20095,OFF-ST-10000736,5,0.00
4099,CA-2014-1169043,2014-09-23 04:46:40,2014-09-28 04:46:40,SC-20095,OFF-BI-10001120,5,0.00
4100,CA-2014-1169044,2014-09-23 05:42:50,2014-09-28 05:42:50,SC-20095,OFF-BI-10000301,2,0.00
4101,US-2017-1022881,2017-06-19 05:00:28,2017-06-23 05:00:28,ZC-21910,OFF-AP-10004655,1,0.80
4102,US-2017-1022882,2017-06-19 06:33:53,2017-06-23 06:33:53,ZC-21910,OFF-AP-10002906,1,0.80
4103,US-2017-1022883,2017-06-19 07:53:20,2017-06-23 07:53:20,ZC-21910,OFF-PA-10000740,8,0.20
4104,CA-2017-1374561,2017-12-21 09:33:38,2017-12-21 09:33:38,RB-19465,FUR-FU-10001940,2,0.00
4105,US-2017-1559991,2017-08-07 08:30:28,2017-08-13 08:30:28,JK-15370,TEC-PH-10000439,5,0.20
4106,US-2017-1559992,2017-08-07 09:27:25,2017-08-13 09:27:25,JK-15370,OFF-BI-10000404,2,0.20
4107,US-2016-1483341,2016-08-22 08:26:40,2016-08-26 08:26:40,DD-13570,OFF-BI-10003676,2,0.80
4108,CA-2015-1055991,2015-09-07 07:29:39,2015-09-07 07:29:39,MC-17275,OFF-ST-10002486,2,0.00
4109,CA-2015-1055992,2015-09-07 08:02:01,2015-09-07 08:02:01,MC-17275,FUR-TA-10003837,3,0.40
4110,CA-2015-1537171,2015-12-25 14:08:42,2016-01-01 14:08:42,DL-13495,TEC-PH-10002923,2,0.00
4111,CA-2015-1537172,2015-12-25 15:33:34,2016-01-01 15:33:34,DL-13495,FUR-BO-10004360,1,0.00
4112,CA-2015-1537173,2015-12-25 16:38:22,2016-01-01 16:38:22,DL-13495,OFF-PA-10002160,3,0.00
4113,CA-2015-1537174,2015-12-25 17:29:09,2016-01-01 17:29:09,DL-13495,OFF-AR-10002375,1,0.00
4114,CA-2015-1166871,2015-05-02 10:04:10,2015-05-07 10:04:10,NC-18625,OFF-LA-10000443,3,0.20
4115,CA-2015-1166872,2015-05-02 11:55:16,2015-05-07 11:55:16,NC-18625,TEC-PH-10001750,3,0.20
4116,CA-2016-1635731,2016-11-24 10:56:45,2016-11-27 10:56:45,AC-10450,OFF-BI-10004632,5,0.20
4117,CA-2015-1534161,2015-11-24 06:28:11,2015-11-29 06:28:11,TS-21340,OFF-BI-10002813,2,0.20
4118,CA-2015-1534162,2015-11-24 07:51:01,2015-11-29 07:51:01,TS-21340,OFF-PA-10002005,3,0.00
4119,CA-2015-1534163,2015-11-24 08:40:15,2015-11-29 08:40:15,TS-21340,OFF-ST-10000060,7,0.00
4120,CA-2015-1534164,2015-11-24 09:22:10,2015-11-29 09:22:10,TS-21340,OFF-BI-10002706,8,0.20
4121,CA-2017-1173941,2017-09-04 14:05:31,2017-09-10 14:05:31,MM-17920,TEC-AC-10000199,4,0.20
4122,CA-2017-1338231,2017-05-11 00:36:14,2017-05-12 00:36:14,LP-17080,OFF-PA-10002870,6,0.00
4123,CA-2017-1338232,2017-05-11 01:29:55,2017-05-12 01:29:55,LP-17080,OFF-LA-10004545,3,0.00
4124,CA-2017-1338233,2017-05-11 02:14:51,2017-05-12 02:14:51,LP-17080,OFF-BI-10000962,2,0.20
4125,CA-2014-1275231,2014-05-11 01:30:23,2014-05-18 01:30:23,BG-11695,OFF-AP-10004249,3,0.00
4126,CA-2017-1232391,2017-07-27 11:35:53,2017-07-31 11:35:53,MG-18145,FUR-FU-10001602,3,0.20
4127,CA-2017-1567691,2017-05-06 14:55:13,2017-05-09 14:55:13,GZ-14470,OFF-AR-10003179,6,0.00
4128,CA-2014-1272991,2014-09-19 00:25:03,2014-09-24 00:25:03,JL-15835,OFF-ST-10003722,6,0.20
4129,CA-2014-1272992,2014-09-19 01:29:16,2014-09-24 01:29:16,JL-15835,TEC-MA-10001127,3,0.50
4130,CA-2015-1212721,2015-03-29 06:57:30,2015-04-04 06:57:30,DO-13435,OFF-AP-10001947,4,0.00
4131,CA-2014-1153361,2014-11-18 00:08:26,2014-11-25 00:08:26,AB-10600,OFF-BI-10001107,5,0.80
4132,CA-2015-1117031,2015-07-02 12:39:57,2015-07-09 12:39:57,KB-16315,OFF-PA-10000349,3,0.20
4133,CA-2015-1117032,2015-07-02 13:51:17,2015-07-09 13:51:17,KB-16315,OFF-PA-10003349,3,0.20
4134,CA-2014-1288391,2014-09-08 00:17:42,2014-09-13 00:17:42,TT-21070,OFF-FA-10002280,9,0.00
4135,CA-2014-1288392,2014-09-08 01:55:50,2014-09-13 01:55:50,TT-21070,TEC-MA-10000029,3,0.00
4136,CA-2017-1059141,2017-10-02 00:52:38,2017-10-08 00:52:38,PV-18985,OFF-BI-10002854,5,0.20
4137,CA-2017-1059142,2017-10-02 01:35:21,2017-10-08 01:35:21,PV-18985,OFF-ST-10003716,7,0.00
4138,CA-2017-1109261,2017-11-19 07:14:48,2017-11-23 07:14:48,DD-13570,OFF-FA-10000624,7,0.00
4139,CA-2016-1172261,2016-12-30 08:29:37,2017-01-01 08:29:37,KD-16495,OFF-BI-10004654,6,0.80
4140,CA-2017-1273131,2017-12-01 09:49:23,2017-12-04 09:49:23,RA-19285,OFF-ST-10001228,3,0.20
4141,CA-2017-1273132,2017-12-01 10:05:00,2017-12-04 10:05:00,RA-19285,FUR-FU-10003798,5,0.20
4142,CA-2016-1362871,2016-06-13 06:29:58,2016-06-17 06:29:58,SS-20590,OFF-LA-10003148,3,0.00
4143,US-2014-1076991,2014-05-19 14:18:58,2014-05-23 14:18:58,JH-15820,OFF-BI-10001249,9,0.00
4144,CA-2017-1127251,2017-01-30 03:56:34,2017-02-06 03:56:34,EH-14125,OFF-AR-10003759,7,0.00
4145,CA-2017-1127252,2017-01-30 04:09:27,2017-02-06 04:09:27,EH-14125,OFF-AR-10001227,3,0.00
4146,CA-2017-1127253,2017-01-30 05:48:15,2017-02-06 05:48:15,EH-14125,FUR-CH-10000863,1,0.20
4147,CA-2015-1361961,2015-11-28 12:16:40,2015-12-04 12:16:40,TP-21415,FUR-FU-10004017,3,0.00
4148,CA-2017-1060681,2017-10-23 12:56:05,2017-10-28 12:56:05,RB-19330,OFF-BI-10000962,3,0.80
4149,CA-2017-1060682,2017-10-23 13:38:25,2017-10-28 13:38:25,RB-19330,OFF-ST-10004507,1,0.20
4150,CA-2017-1060683,2017-10-23 14:06:43,2017-10-28 14:06:43,RB-19330,TEC-AC-10002942,1,0.20
4151,CA-2017-1060684,2017-10-23 15:43:24,2017-10-28 15:43:24,RB-19330,OFF-ST-10002344,4,0.20
4152,CA-2017-1001601,2017-09-07 10:20:57,2017-09-11 10:20:57,CB-12025,OFF-LA-10002475,5,0.20
4153,CA-2017-1001602,2017-09-07 11:23:46,2017-09-11 11:23:46,CB-12025,OFF-PA-10003072,3,0.20
4154,CA-2017-1001603,2017-09-07 12:07:29,2017-09-11 12:07:29,CB-12025,OFF-EN-10001509,3,0.20
4155,CA-2016-1396891,2016-12-29 09:42:42,2017-01-03 09:42:42,MP-17965,OFF-BI-10004781,4,0.70
4156,CA-2016-1396892,2016-12-29 10:25:07,2017-01-03 10:25:07,MP-17965,OFF-BI-10000145,3,0.70
4157,CA-2015-1010911,2015-12-05 05:10:18,2015-12-09 05:10:18,SW-20245,TEC-AC-10003280,2,0.20
4158,CA-2015-1010912,2015-12-05 06:03:17,2015-12-09 06:03:17,SW-20245,OFF-BI-10001107,6,0.70
4159,CA-2014-1269071,2014-11-01 10:11:26,2014-11-08 10:11:26,SM-20950,OFF-PA-10000533,3,0.20
4160,US-2016-1645881,2016-04-16 14:06:36,2016-04-23 14:06:36,AP-10915,OFF-AR-10003056,3,0.00
4161,CA-2017-1155461,2017-05-14 14:03:39,2017-05-18 14:03:39,AH-10465,TEC-PH-10002834,3,0.00
4162,CA-2017-1155462,2017-05-14 15:33:04,2017-05-18 15:33:04,AH-10465,OFF-ST-10002214,2,0.00
4163,CA-2015-1635871,2015-03-14 10:00:16,2015-03-18 10:00:16,EP-13915,OFF-LA-10004484,4,0.00
4164,CA-2015-1635872,2015-03-14 11:31:10,2015-03-18 11:31:10,EP-13915,OFF-BI-10003091,3,0.00
4165,US-2017-1061311,2017-01-14 05:26:41,2017-01-16 05:26:41,TP-21565,TEC-AC-10003027,7,0.20
4166,US-2017-1061312,2017-01-14 06:05:25,2017-01-16 06:05:25,TP-21565,OFF-ST-10003638,9,0.20
4167,CA-2015-1602131,2015-03-08 11:29:04,2015-03-13 11:29:04,AR-10825,OFF-PA-10003848,3,0.00
4168,CA-2014-1579241,2014-10-11 09:13:44,2014-10-13 09:13:44,HA-14920,OFF-ST-10002352,4,0.00
4169,CA-2014-1579242,2014-10-11 10:23:40,2014-10-13 10:23:40,HA-14920,FUR-CH-10000229,2,0.20
4170,CA-2015-1002161,2015-04-13 10:19:54,2015-04-14 10:19:54,HJ-14875,OFF-PA-10000788,6,0.20
4171,CA-2015-1002162,2015-04-13 11:54:30,2015-04-14 11:54:30,HJ-14875,OFF-PA-10002968,3,0.20
4172,CA-2017-1006011,2017-11-16 13:49:44,2017-11-20 13:49:44,JK-15370,OFF-ST-10002486,7,0.00
4173,CA-2016-1521631,2016-07-01 06:40:14,2016-07-01 06:40:14,JF-15355,OFF-BI-10002215,2,0.00
4174,CA-2016-1521632,2016-07-01 07:30:41,2016-07-01 07:30:41,JF-15355,OFF-PA-10000788,2,0.00
4175,CA-2016-1521633,2016-07-01 08:56:26,2016-07-01 08:56:26,JF-15355,OFF-BI-10003364,2,0.00
4176,CA-2015-1543401,2015-11-29 01:25:24,2015-11-30 01:25:24,EK-13795,OFF-AR-10003582,2,0.00
4177,CA-2014-1288461,2014-04-07 06:33:04,2014-04-12 06:33:04,RS-19765,TEC-PH-10003273,5,0.00
4178,CA-2014-1288462,2014-04-07 07:37:21,2014-04-12 07:37:21,RS-19765,OFF-PA-10000100,3,0.00
4179,CA-2016-1485931,2016-06-16 07:23:58,2016-06-18 07:23:58,BD-11320,OFF-PA-10001776,5,0.00
4180,US-2017-1190391,2017-03-06 08:12:38,2017-03-10 08:12:38,BF-11170,OFF-BI-10004182,9,0.20
4181,CA-2017-1284261,2017-10-07 00:38:07,2017-10-11 00:38:07,JK-15730,OFF-BI-10000756,5,0.80
4182,US-2017-1368681,2017-10-06 09:06:36,2017-10-12 09:06:36,CR-12820,TEC-AC-10001539,4,0.00
4183,US-2017-1368682,2017-10-06 10:13:44,2017-10-12 10:13:44,CR-12820,OFF-PA-10002377,3,0.00
4184,US-2017-1368683,2017-10-06 11:13:15,2017-10-12 11:13:15,CR-12820,OFF-ST-10000991,3,0.00
4185,CA-2016-1437491,2016-12-05 06:09:01,2016-12-07 06:09:01,AG-10300,FUR-BO-10002853,1,0.00
4186,CA-2016-1114931,2016-10-21 14:28:18,2016-10-22 14:28:18,CM-12160,TEC-AC-10004510,6,0.00
4187,CA-2017-1125361,2017-05-18 10:00:05,2017-05-23 10:00:05,SG-20890,OFF-BI-10003712,7,0.80
4188,CA-2017-1125362,2017-05-18 11:40:41,2017-05-23 11:40:41,SG-20890,OFF-BI-10002571,1,0.80
4189,CA-2017-1125363,2017-05-18 12:20:35,2017-05-23 12:20:35,SG-20890,OFF-ST-10004835,2,0.20
4190,CA-2016-1577141,2016-09-26 06:35:21,2016-10-01 06:35:21,CS-12175,OFF-PA-10004022,1,0.00
4191,CA-2017-1667091,2017-11-17 11:58:46,2017-11-22 11:58:46,HL-15040,TEC-CO-10004722,3,0.00
4192,CA-2015-1293921,2015-07-08 05:24:55,2015-07-08 05:24:55,DM-13015,OFF-PA-10004248,5,0.20
4193,CA-2015-1508751,2015-11-16 06:29:34,2015-11-20 06:29:34,HK-14890,FUR-TA-10000577,2,0.00
4194,CA-2015-1508752,2015-11-16 07:04:54,2015-11-20 07:04:54,HK-14890,TEC-PH-10001254,3,0.20
4195,CA-2015-1542001,2015-06-18 04:49:01,2015-06-22 04:49:01,BG-11740,OFF-AR-10001044,2,0.00
4196,CA-2016-1242331,2016-04-08 11:48:16,2016-04-14 11:48:16,CK-12595,FUR-FU-10002597,5,0.00
4197,US-2015-1342711,2015-04-18 13:14:16,2015-04-23 13:14:16,RF-19735,OFF-LA-10004093,3,0.00
4198,US-2016-1616831,2016-12-03 06:49:36,2016-12-08 06:49:36,CJ-12010,OFF-AP-10000179,4,0.20
4199,US-2016-1616832,2016-12-03 07:31:57,2016-12-08 07:31:57,CJ-12010,OFF-BI-10001072,4,0.70
4200,CA-2015-1431051,2015-12-10 05:51:21,2015-12-10 05:51:21,MA-17560,OFF-LA-10004093,1,0.00
4201,CA-2015-1431052,2015-12-10 06:01:12,2015-12-10 06:01:12,MA-17560,TEC-CO-10002095,2,0.20
4202,CA-2015-1431053,2015-12-10 07:14:17,2015-12-10 07:14:17,MA-17560,OFF-PA-10002713,6,0.00
4203,CA-2015-1431054,2015-12-10 08:52:09,2015-12-10 08:52:09,MA-17560,OFF-PA-10002254,7,0.00
4204,CA-2014-1453871,2014-10-31 03:45:39,2014-11-02 03:45:39,AM-10705,OFF-AR-10001683,5,0.00
4205,CA-2014-1453872,2014-10-31 04:31:21,2014-11-02 04:31:21,AM-10705,OFF-PA-10002195,2,0.00
4206,CA-2014-1453873,2014-10-31 05:42:44,2014-11-02 05:42:44,AM-10705,FUR-FU-10002364,2,0.00
4207,CA-2014-1453874,2014-10-31 06:58:59,2014-11-02 06:58:59,AM-10705,OFF-BI-10004001,2,0.00
4208,CA-2014-1453875,2014-10-31 07:25:42,2014-11-02 07:25:42,AM-10705,FUR-FU-10000023,3,0.00
4209,CA-2014-1453876,2014-10-31 08:54:54,2014-11-02 08:54:54,AM-10705,FUR-CH-10002320,5,0.00
4210,CA-2014-1453877,2014-10-31 09:51:03,2014-11-02 09:51:03,AM-10705,FUR-TA-10003238,1,0.30
4211,CA-2017-1097151,2017-12-09 10:05:34,2017-12-14 10:05:34,AH-10585,OFF-PA-10004965,2,0.20
4212,CA-2014-1664571,2014-05-05 01:05:22,2014-05-09 01:05:22,PF-19120,OFF-PA-10003016,3,0.00
4213,CA-2014-1664572,2014-05-05 02:57:51,2014-05-09 02:57:51,PF-19120,OFF-AR-10003651,2,0.00
4214,CA-2014-1664573,2014-05-05 03:00:46,2014-05-09 03:00:46,PF-19120,OFF-PA-10001363,2,0.00
